file,pmcid,image_type:radiology~anatomical_region:axial_region,image_type:electrography,image_type:radiology~anatomical_region:axial_region.abdomen,image_type,image_type:pathology,image_type:radiology~anatomical_region,image_type:medical_photograph,image_type:ophthalmic_imaging,image_type:radiology.ultrasound,image_type:endoscopy,image_type:radiology~anatomical_view,image_type:radiology~anatomical_region:upper_limb,image_type:radiology~attribute_angiography,image_type:radiology~contrast_status,image_type:radiology~main,image_type:radiology~anatomical_region:lower_limb,image_type:radiology~anatomical_region:axial_region.thorax,modified_label
PMC8856966_PAMJ-40-257-g004_undivided_1_1.webp,PMC8856966,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8856974_PAMJ-40-258-g002_undivided_1_1.webp,PMC8856974,pelvis,,,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,,False
PMC8856974_PAMJ-40-258-g003_A_1_4.webp,PMC8856974,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8856974_PAMJ-40-258-g003_B_2_4.webp,PMC8856974,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8856974_PAMJ-40-258-g003_C_3_4.webp,PMC8856974,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8856974_PAMJ-40-258-g003_D_4_4.webp,PMC8856974,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8859262_fped-09-776927-g0002_undivided_1_1.webp,PMC8859262,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8861469_f1000research-10-77714-g0000_D_1_1.webp,PMC8861469,,,,chart,,,,,,,,,,,,,,False
PMC8861469_f1000research-10-77714-g0003_undivided_1_1.webp,PMC8861469,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC8861469_f1000research-10-77714-g0004_undivided_1_1.webp,PMC8861469,,,,chart,,,,,,,,,,,,,,True
PMC8861510_fonc-11-763854-g002_A_1_2.webp,PMC8861510,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC8861510_fonc-11-763854-g002_B_2_2.webp,PMC8861510,thorax,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,other_thoracic_image,False
PMC8861510_fonc-11-763854-g003_A_1_2.webp,PMC8861510,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8861510_fonc-11-763854-g003_B_2_2.webp,PMC8861510,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g001_undivided_1_1.webp,PMC8861528,head,,,radiology,,axial_region,,,,,oblique,,angiography,contrast,x_ray,,,False
PMC8861528_fpls-12-787638-g003_A_1_2.webp,PMC8861528,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g003_B_2_2.webp,PMC8861528,,,,pathology,fish,,,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g004_undivided_1_1.webp,PMC8861528,,,,chart,,,,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g005_A_1_5.webp,PMC8861528,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g005_B_2_5.webp,PMC8861528,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g005_C_3_5.webp,PMC8861528,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g005_D_4_5.webp,PMC8861528,,,,radiology,,lower_limb,,,,,transesophageal,,angiography,contrast,ct,knee,,False
PMC8861528_fpls-12-787638-g005_E_5_5.webp,PMC8861528,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g008_undivided_1_1.webp,PMC8861528,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g010_A_1_2.webp,PMC8861528,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g010_B_2_2.webp,PMC8861528,,,,pathology,fish,,,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g011_A_1_2.webp,PMC8861528,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8861528_fpls-12-787638-g011_B_2_2.webp,PMC8861528,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,True
PMC8864130_fped-09-802298-g0003_undivided_1_1.webp,PMC8864130,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC8864216_fped-09-738215-g0001_A_1_2.webp,PMC8864216,thorax,,,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC8864216_fped-09-738215-g0001_B_2_2.webp,PMC8864216,breast,,,radiology,,axial_region,,,no_doppler,,transthoracic,,no_angiography,contrast,ultrasound,,,False
PMC8866983_JAA-14-1555-g0001_undivided_1_1.webp,PMC8866983,,,,chart,,,,,,,,,,,,,,False
PMC8879509_fneur-12-715955-g0002_A_1_3.webp,PMC8879509,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC8879509_fneur-12-715955-g0002_B_2_3.webp,PMC8879509,head,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,mri,,,False
PMC8879509_fneur-12-715955-g0002_C_3_3.webp,PMC8879509,abdomen,,cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC8882612_fmed-08-759559-g0001_undivided_1_1.webp,PMC8882612,,,,chart,,,,,,,,,,,,,,False
PMC8882612_fmed-08-759559-g0002_A_1_3.webp,PMC8882612,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC8882612_fmed-08-759559-g0002_B_2_3.webp,PMC8882612,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC8882612_fmed-08-759559-g0002_C_3_3.webp,PMC8882612,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC8882680_fonc-11-809129-g001_undivided_1_1.webp,PMC8882680,abdomen,,cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC8884350_JIPS-22-92-g001_undivided_1_1.webp,PMC8884350,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8884350_JIPS-22-92-g002_undivided_1_1.webp,PMC8884350,abdomen,,cholangiogram,radiology,,axial_region,,,,,transesophageal,,angiography,contrast,ct,,,False
PMC8884350_JIPS-22-92-g003_undivided_1_1.webp,PMC8884350,,,,radiology,,lower_limb,,,,,axial,,angiography,contrast,ct,thigh,,False
PMC8884350_JIPS-22-92-g005_undivided_1_1.webp,PMC8884350,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8884350_JIPS-22-92-g006_a_1_2.webp,PMC8884350,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC8884350_JIPS-22-92-g006_b_2_2.webp,PMC8884350,head,,,radiology,,axial_region,,,,,occlusal,,no_angiography,contrast,ct,,,False
PMC8884350_JIPS-22-92-g007_undivided_1_1.webp,PMC8884350,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC8885599_fmed-08-803852-g0001_A_1_3.webp,PMC8885599,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,pet,,other_thoracic_image,False
PMC8885599_fmed-08-803852-g0001_B_2_3.webp,PMC8885599,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,pet,,,True
PMC8885599_fmed-08-803852-g0001_C_3_3.webp,PMC8885599,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC8885599_fmed-08-803852-g0002_undivided_1_1.webp,PMC8885599,,,,pathology,h&e,,,,,,,,,,,,,False
PMC8885599_fmed-08-803852-g0003_undivided_1_1.webp,PMC8885599,,,,pathology,h&e,,,,,,,,,,,,,False
PMC8885599_fmed-08-803852-g0004_undivided_1_1.webp,PMC8885599,,,,pathology,h&e,,,,,,,,,,,,,False
PMC8885599_fmed-08-803852-g0007_undivided_1_1.webp,PMC8885599,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8885599_fmed-08-803852-g0008_A_1_2.webp,PMC8885599,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8885599_fmed-08-803852-g0008_B_2_2.webp,PMC8885599,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8897609_f1000research-10-121500-g0000_undivided_1_1.webp,PMC8897609,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC8897609_f1000research-10-121500-g0001_undivided_1_1.webp,PMC8897609,pelvis,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC8905003_f1000research-9-112729-g0001_undivided_1_1.webp,PMC8905003,,,,pathology,pas,,,,,,,,,,,,,False
PMC8905345_fped-09-822114-g0001_undivided_1_1.webp,PMC8905345,abdomen,,no_cholangiogram,radiology,,axial_region,,,no_doppler,,sagittal,,no_angiography,contrast,ultrasound,,,True
PMC8905345_fped-09-822114-g0002_undivided_1_1.webp,PMC8905345,,,,chart,,,,,,,,,,,,,,False
PMC8907705_SEMB-55-565-g001_undivided_1_1.webp,PMC8907705,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC8915120_fpsyt-12-830608-g0001_A_1_3.webp,PMC8915120,,,,chart,,,,,,,,,,,,,,False
PMC8915120_fpsyt-12-830608-g0001_B_2_3.webp,PMC8915120,,,,chart,,,,,,,,,,,,,,False
PMC8915120_fpsyt-12-830608-g0001_D_3_3.webp,PMC8915120,,,,pathology,immunostaining,,,,,,,,,,,,,True
PMC8915754_fpain-02-697475-g0002_undivided_1_1.webp,PMC8915754,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8921689_f1000research-10-58744-g0000_undivided_1_1.webp,PMC8921689,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC8921689_f1000research-10-58744-g0001_undivided_1_1.webp,PMC8921689,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC8921689_f1000research-10-58744-g0002_undivided_1_1.webp,PMC8921689,,,,pathology,h&e,,,,,,,,,,,,,False
PMC8927740_f1000research-10-78517-g0001_D_1_1.webp,PMC8927740,,,,pathology,giemsa,,,,,,,,,,,,,False
PMC8941288_f1000research-10-122150-g0000_undivided_1_1.webp,PMC8941288,thorax,,,radiology,,axial_region,,,,,intravascular,,angiography,contrast,ct,,cardiac_image,False
PMC8942188_SNI-12-635-g002_undivided_1_1.webp,PMC8942188,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8942190_SNI-12-631-g001_a_1_6.webp,PMC8942190,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC8942190_SNI-12-631-g001_b_2_6.webp,PMC8942190,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC8942190_SNI-12-631-g001_c_3_6.webp,PMC8942190,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC8942190_SNI-12-631-g001_d_4_6.webp,PMC8942190,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC8942190_SNI-12-631-g001_e_5_6.webp,PMC8942190,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC8942190_SNI-12-631-g001_f_6_6.webp,PMC8942190,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC8942190_SNI-12-631-g002_a_1_2.webp,PMC8942190,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8942190_SNI-12-631-g002_b_2_2.webp,PMC8942190,,,,radiology,,lower_limb,,,,,frontal,,angiography,contrast,x_ray,lower_leg,,False
PMC8942190_SNI-12-631-g003_a_1_2.webp,PMC8942190,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8942190_SNI-12-631-g003_b_2_2.webp,PMC8942190,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8942190_SNI-12-631-g004_a_1_4.webp,PMC8942190,,,,pathology,h&e,,,,,,,,,,,,,False
PMC8942190_SNI-12-631-g004_b_2_4.webp,PMC8942190,,,,pathology,h&e,,,,,,,,,,,,,False
PMC8942190_SNI-12-631-g004_c_3_4.webp,PMC8942190,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8942190_SNI-12-631-g004_d_4_4.webp,PMC8942190,,,,pathology,van_gieson,,,,,,,,,,,,,False
PMC8942193_SNI-12-630-g001_a_1_4.webp,PMC8942193,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC8942193_SNI-12-630-g001_b_2_4.webp,PMC8942193,neck,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC8942193_SNI-12-630-g001_c_3_4.webp,PMC8942193,neck,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC8942193_SNI-12-630-g001_d_4_4.webp,PMC8942193,neck,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC8942195_SNI-12-628-g003_a_1_3.webp,PMC8942195,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC8942195_SNI-12-628-g003_b_2_3.webp,PMC8942195,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,True
PMC8942195_SNI-12-628-g003_c_3_3.webp,PMC8942195,abdomen,,cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC8942197_SNI-12-634-g002_a_1_2.webp,PMC8942197,head,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC8942197_SNI-12-634-g002_b_2_2.webp,PMC8942197,,,,radiology,,lower_limb,,,,,sagittal,,angiography,contrast,x_ray,lower_leg,,False
PMC8942197_SNI-12-634-g003_a_1_6.webp,PMC8942197,head,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC8942197_SNI-12-634-g003_b_2_6.webp,PMC8942197,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC8942197_SNI-12-634-g003_c_3_6.webp,PMC8942197,head,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,,False
PMC8942197_SNI-12-634-g003_d_4_6.webp,PMC8942197,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC8942197_SNI-12-634-g003_e_5_6.webp,PMC8942197,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC8942197_SNI-12-634-g003_f_6_6.webp,PMC8942197,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC8944296_ysac001f2_undivided_1_1.webp,PMC8944296,,,,chart,,,,,,,,,,,,,,False
PMC8948476_AJTCCM-27-4-128-fig1_undivided_1_1.webp,PMC8948476,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,without_contrast,ct,,other_thoracic_image,False
PMC8948476_AJTCCM-27-4-128-fig2_undivided_1_1.webp,PMC8948476,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,other_thoracic_image,False
PMC8948477_AJTCCM-27-4-167-fig1_A_1_3.webp,PMC8948477,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,True
PMC8948477_AJTCCM-27-4-167-fig1_B_2_3.webp,PMC8948477,neck,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC8948477_AJTCCM-27-4-167-fig1_C_3_3.webp,PMC8948477,neck,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC8948477_AJTCCM-27-4-167-fig2_A_1_6.webp,PMC8948477,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC8948477_AJTCCM-27-4-167-fig2_B_2_6.webp,PMC8948477,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8948477_AJTCCM-27-4-167-fig2_C_3_6.webp,PMC8948477,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8948477_AJTCCM-27-4-167-fig2_D_4_6.webp,PMC8948477,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8948477_AJTCCM-27-4-167-fig2_E_5_6.webp,PMC8948477,,,,pathology,h&e,,,,,,,,,,,,,False
PMC8948477_AJTCCM-27-4-167-fig2_F_6_6.webp,PMC8948477,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC8948477_AJTCCM-27-4-167-fig3_A_1_4.webp,PMC8948477,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC8948477_AJTCCM-27-4-167-fig3_B_2_4.webp,PMC8948477,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC8948477_AJTCCM-27-4-167-fig3_C_3_4.webp,PMC8948477,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC8948477_AJTCCM-27-4-167-fig3_D_4_4.webp,PMC8948477,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC8948481_AJTCCM-27-4-138-fig2_undivided_1_1.webp,PMC8948481,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC8948481_AJTCCM-27-4-138-fig3_A_1_3.webp,PMC8948481,thorax,,,radiology,,axial_region,,,,,oblique,,angiography,contrast,ct,,cardiac_image,False
PMC8948481_AJTCCM-27-4-138-fig3_B_2_3.webp,PMC8948481,thorax,,,radiology,,axial_region,,,,,oblique,,angiography,without_contrast,ct,,cardiac_image,False
PMC8948481_AJTCCM-27-4-138-fig3_C_3_3.webp,PMC8948481,thorax,,,radiology,,axial_region,,,,,oblique,,angiography,contrast,ct,,other_thoracic_image,True
PMC8958450_autopsy-12-e2021362-g02_undivided_1_1.webp,PMC8958450,thorax,,,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC8963484_fcimb-11-835946-g001_A_1_2.webp,PMC8963484,thorax,,,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC8963484_fcimb-11-835946-g001_B_2_2.webp,PMC8963484,thorax,,,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC8963484_fcimb-11-835946-g002_undivided_1_1.webp,PMC8963484,,,,chart,,,,,,,,,,,,,,False
PMC8989158_j_biol-2022-0026-fig001_undivided_1_1.webp,PMC8989158,,,,pathology,giemsa,,,,,,,,,,,,,False
PMC8989158_j_biol-2022-0026-fig003_undivided_1_1.webp,PMC8989158,,ekg,,electrography,,,,,,,,,,,,,,False
PMC8990240_f1000research-10-123036-g0000_A_1_3.webp,PMC8990240,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC8990240_f1000research-10-123036-g0000_B_2_3.webp,PMC8990240,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC8990240_f1000research-10-123036-g0000_C_3_3.webp,PMC8990240,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC8990240_f1000research-10-123036-g0001_undivided_1_1.webp,PMC8990240,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC8994450_PAMJ-41-116-g001_undivided_1_1.webp,PMC8994450,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC8994450_PAMJ-41-116-g002_undivided_1_1.webp,PMC8994450,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8994450_PAMJ-41-116-g003_undivided_1_1.webp,PMC8994450,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8994450_PAMJ-41-116-g004_undivided_1_1.webp,PMC8994450,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8994453_PAMJ-41-94-g001_undivided_1_1.webp,PMC8994453,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8995658_cde-0014-0055-g01_undivided_1_1.webp,PMC8995658,,,,chart,,,,,,,,,,,,,,False
PMC8995659_cde-0014-0066-g01_undivided_1_1.webp,PMC8995659,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8995659_cde-0014-0066-g02_undivided_1_1.webp,PMC8995659,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8995659_cde-0014-0066-g03_undivided_1_1.webp,PMC8995659,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC8995661_cde-0014-0061-g01_undivided_1_1.webp,PMC8995661,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8995664_cde-0014-0071-g01_A_1_2.webp,PMC8995664,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8995664_cde-0014-0071-g01_B_2_2.webp,PMC8995664,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC8995664_cde-0014-0071-g02_undivided_1_1.webp,PMC8995664,,,,pathology,h&e,,,,,,,,,,,,,False
PMC8997316_JNMA-56-209-553-g1_undivided_1_1.webp,PMC8997316,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC8997323_JNMA-56-209-544-g1_undivided_1_1.webp,PMC8997323,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC8997323_JNMA-56-209-544-g2_undivided_1_1.webp,PMC8997323,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC9002317_prm-7-20220020-g002_b_2_2.webp,PMC9002317,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC9005046_1518-8787-rsp-56-27-gf03_undivided_1_1.webp,PMC9005046,,,,chart,,,,,,,,,,,,,,False
PMC9005046_1518-8787-rsp-56-27-gf04_undivided_1_1.webp,PMC9005046,,,,chart,,,,,,,,,,,,,,False
PMC9006423_OC-12-08-g-001_A_1_4.webp,PMC9006423,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC9006423_OC-12-08-g-001_B_2_4.webp,PMC9006423,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC9006423_OC-12-08-g-001_C_3_4.webp,PMC9006423,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC9006423_OC-12-08-g-001_D_4_4.webp,PMC9006423,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,True
PMC9006440_OC-12-09-g-001_a_1_2.webp,PMC9006440,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC9006440_OC-12-09-g-001_b_2_2.webp,PMC9006440,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC9006440_OC-12-09-g-002_undivided_1_1.webp,PMC9006440,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC9007029_SVDLD-39-10-g001_A_1_2.webp,PMC9007029,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC9007029_SVDLD-39-10-g001_B_2_2.webp,PMC9007029,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC9007029_SVDLD-39-10-g003_undivided_1_1.webp,PMC9007029,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC9014116_tsaco-2022-000935f01_undivided_1_1.webp,PMC9014116,thorax,,,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC9014116_tsaco-2022-000935f02_undivided_1_1.webp,PMC9014116,thorax,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,other_thoracic_image,False
PMC9016905_ijcpd-15-121-g001_undivided_1_1.webp,PMC9016905,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,False
PMC9016905_ijcpd-15-121-g002_undivided_1_1.webp,PMC9016905,head,,,radiology,,axial_region,,,,,occlusal,,angiography,contrast,ct,,,False
PMC9016905_ijcpd-15-121-g003_undivided_1_1.webp,PMC9016905,head,,,radiology,,axial_region,,,,,panoramic,,no_angiography,contrast,x_ray,,,False
PMC9016905_ijcpd-15-121-g004_undivided_1_1.webp,PMC9016905,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC9016906_ijcpd-15-115-g001_undivided_1_1.webp,PMC9016906,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC9016906_ijcpd-15-115-g002_undivided_1_1.webp,PMC9016906,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC9016906_ijcpd-15-115-g003_undivided_1_1.webp,PMC9016906,head,,,radiology,,axial_region,,,doppler,,periapical,,angiography,contrast,ultrasound,,,False
PMC9016918_ijcpd-15-119-g001_undivided_1_1.webp,PMC9016918,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC9016918_ijcpd-15-119-g002_undivided_1_1.webp,PMC9016918,head,,,radiology,,axial_region,,,,,panoramic,,angiography,contrast,x_ray,,,False
PMC9016918_ijcpd-15-119-g003_undivided_1_1.webp,PMC9016918,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC9016918_ijcpd-15-119-g004_undivided_1_1.webp,PMC9016918,head,,,radiology,,axial_region,,,,,panoramic,,angiography,contrast,x_ray,,,False
PMC9019075_fsurg-09-852757-g0001_undivided_1_1.webp,PMC9019075,abdomen,,no_cholangiogram,radiology,,axial_region,,,doppler,,transabdominal,,angiography,contrast,ultrasound,,,True
PMC9019075_fsurg-09-852757-g0002_undivided_1_1.webp,PMC9019075,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC9019075_fsurg-09-852757-g0003_undivided_1_1.webp,PMC9019075,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,other_thoracic_image,False
PMC9019075_fsurg-09-852757-g0004_undivided_1_1.webp,PMC9019075,,,,pathology,h&e,,,,,,,,,,,,,False
PMC9019075_fsurg-09-852757-g0005_undivided_1_1.webp,PMC9019075,,,,pathology,h&e,,,,,,,,,,,,,False
PMC9019075_fsurg-09-852757-g0006_undivided_1_1.webp,PMC9019075,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC9019075_fsurg-09-852757-g0007_undivided_1_1.webp,PMC9019075,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,other_thoracic_image,False
PMC9019075_fsurg-09-852757-g0008_undivided_1_1.webp,PMC9019075,,,,pathology,h&e,,,,,,,,,,,,,False
PMC9019075_fsurg-09-852757-g0009_undivided_1_1.webp,PMC9019075,,,,chart,,,,,,,,,,,,,,False
PMC9020293_bmjno-2022-000299f02_undivided_1_1.webp,PMC9020293,,,,pathology,fish,,,,,,,,,,,,,False
PMC9020312_tsaco-2022-000909f01_A_1_2.webp,PMC9020312,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC9020312_tsaco-2022-000909f01_B_2_2.webp,PMC9020312,abdomen,,cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC9020312_tsaco-2022-000909f02_undivided_1_1.webp,PMC9020312,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC9020571_cjrt-2021-028-g001_A_1_4.webp,PMC9020571,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,other_thoracic_image,False
PMC9020571_cjrt-2021-028-g001_B_2_4.webp,PMC9020571,thorax,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,other_thoracic_image,False
